"Ext","Name","SizeMB","Modified","Path"
".aip","ShapeTool.aip","0,41","2026-07-03","Plug-ins\Tools\ShapeTool.aip"
".aip","AssetMgmt.aip","0,41","2026-07-03","Plug-ins\Extensions\AssetMgmt.aip"
".aip","DynamicCorners.aip","0,4","2026-07-03","Plug-ins\Extensions\DynamicCorners.aip"
".smrd","Reader for Word.smrd","0,4","2026-07-03","Plug-ins\Illustrator Formats\Reader for Word.smrd"
".aip","BulletAndNumbersUI.aip","0,4","2026-07-03","Plug-ins\Illustrator UI\BulletAndNumbersUI.aip"
".aip","VectorSculptingUI.aip","0,4","2026-07-03","Plug-ins\Tools\VectorSculptingUI.aip"
".aip","TIFFFileFormat.aip","0,39","2026-07-03","Plug-ins\Illustrator Formats\TIFFFileFormat.aip"
".dll","aiport.dll","0,39","2026-07-03","Support Files\Contents\Windows\aiport.dll"
".aip","KeyboardShortcuts.aip","0,39","2026-07-03","Plug-ins\Extensions\KeyboardShortcuts.aip"
".aip","TransparencyPalette.aip","0,38","2026-07-03","Plug-ins\Extensions\TransparencyPalette.aip"
".dll","filterport.dll","0,38","2026-07-03","Support Files\Contents\Windows\filterport.dll"
".dll","tbb.dll","0,38","2026-07-03","Support Files\Contents\Windows\tbb.dll"
".aip","PNGFileFormat.aip","0,37","2026-07-03","Plug-ins\Illustrator Formats\PNGFileFormat.aip"
".dll","boost_asio.dll","0,37","2026-07-03","Support Files\Contents\Windows\boost_asio.dll"
".aip","Workspaces.aip","0,36","2026-07-03","Plug-ins\Extensions\Workspaces.aip"
".aip","Simplify.aip","0,36","2026-07-03","Plug-ins\Tools\Simplify.aip"
".aip","PSExport.aip","0,36","2026-07-03","Plug-ins\Photoshop Formats\PSExport.aip"
".dll","wintrust.dll","0,36","2026-05-12","Support Files\Contents\Windows\Illustrator.exe.local\wintrust.dll"
".dll","ARE.dll","0,36","2026-07-03","Support Files\Contents\Windows\ARE.dll"
".aip","CSSExtract.aip","0,36","2026-07-03","Plug-ins\Extensions\CSSExtract.aip"
".dll","LibXPUInfo.dll","0,35","2026-07-03","Support Files\Contents\Windows\LibXPUInfo.dll"
".aip","Mojikumi.aip","0,35","2026-07-03","Plug-ins\Illustrator Formats\Mojikumi.aip"
".dll","ASMRBASE230A.dll","0,35","2026-07-03","Support Files\Contents\Windows\ASMRBASE230A.dll"
".aip","NotificationsUI.aip","0,35","2026-07-03","Plug-ins\Extensions\NotificationsUI.aip"
".aip","Experimentation.aip","0,35","2026-07-03","Plug-ins\Extensions\Experimentation.aip"
".smrd","Reader for CGM.smrd","0,34","2026-07-03","Plug-ins\Illustrator Formats\Reader for CGM.smrd"
".dll","AdobeSVGAGM.dll","0,34","2026-07-03","Support Files\Contents\Windows\AdobeSVGAGM.dll"
".dll","AcSceneRes.dll","0,34","2026-07-03","Support Files\Contents\Windows\en-US\AcSceneRes.dll"
".aip","SmoothShade.aip","0,34","2026-07-03","Plug-ins\Extensions\SmoothShade.aip"
".aip","AIRobinClient.aip","0,33","2026-07-03","Plug-ins\Extensions\AIRobinClient.aip"
".aip","KinsokuDlg.aip","0,33","2026-07-03","Plug-ins\Extensions\KinsokuDlg.aip"
".aip","ShaperUI.aip","0,32","2026-07-03","Plug-ins\Tools\ShaperUI.aip"
".aip","LiveBlendsUI.aip","0,32","2026-07-03","Plug-ins\Illustrator UI\LiveBlendsUI.aip"
".dll","ASMCT230A.dll","0,32","2026-07-03","Support Files\Contents\Windows\ASMCT230A.dll"
".aip","PathfinderUI.aip","0,32","2026-07-03","Plug-ins\Illustrator UI\PathfinderUI.aip"
".aip","Services.aip","0,32","2026-07-03","Plug-ins\Extensions\Services.aip"
".dll","acds.dll","0,31","2026-07-03","Support Files\Contents\Windows\acds.dll"
".aip","slicingAttributes.aip","0,31","2026-07-03","Support Files\Required\Plug-ins\slicingAttributes.aip"
".aip","LiveShapesUI.aip","0,3","2026-07-03","Plug-ins\Illustrator UI\LiveShapesUI.aip"
".aip","CalligraphicBrushToolUI.aip","0,29","2026-07-03","Plug-ins\Illustrator UI\CalligraphicBrushToolUI.aip"
".aip","SmartEditUI.aip","0,29","2026-07-03","Plug-ins\Illustrator UI\SmartEditUI.aip"
".aip","Rasterize.aip","0,29","2026-07-03","Support Files\Required\Plug-ins\Rasterize.aip"
".dll","acgex25.dll","0,29","2026-07-03","Support Files\Contents\Windows\acgex25.dll"
".aip","FlatteningPreview.aip","0,29","2026-07-03","Plug-ins\Extensions\FlatteningPreview.aip"
".aip","CSSExtractUI.aip","0,28","2026-07-03","Plug-ins\Illustrator UI\CSSExtractUI.aip"
".aip","SwatchLibsCore.aip","0,28","2026-07-03","Plug-ins\Extensions\SwatchLibsCore.aip"
".exe","AISniffer.exe","0,28","2026-07-03","Support Files\Contents\Windows\AISniffer.exe"
".aip","Navigator.aip","0,28","2026-07-03","Plug-ins\Extensions\Navigator.aip"
".aip","MPSParser.aip","0,27","2026-07-03","Plug-ins\Illustrator Formats\MPSParser.aip"
".aip","FindReplaceUI.aip","0,27","2026-07-03","Plug-ins\Illustrator UI\FindReplaceUI.aip"
".dll","Plugin.dll","0,27","2026-07-03","Support Files\Contents\Windows\Plugin.dll"
".aip","FlattenTransparencyUI.aip","0,26","2026-07-03","Plug-ins\Illustrator UI\FlattenTransparencyUI.aip"
".dll","adobeusd_js.dll","0,26","2026-07-03","Support Files\Contents\Windows\adobeusd_js.dll"
".aip","Package.aip","0,26","2026-07-03","Plug-ins\Extensions\Package.aip"
".aip","VariablesPalette.aip","0,26","2026-07-03","Plug-ins\Extensions\VariablesPalette.aip"
".aip","SimpleTools.aip","0,26","2026-07-03","Plug-ins\Tools\SimpleTools.aip"
".dll","dvawhatsnew.dll","0,26","2026-07-03","Support Files\Contents\Windows\dvawhatsnew.dll"
".aip","AddArrowUI.aip","0,26","2026-07-03","Plug-ins\Illustrator UI\AddArrowUI.aip"
".aip","ImageDecoderEncoderUI.aip","0,26","2026-07-03","Plug-ins\Illustrator UI\ImageDecoderEncoderUI.aip"
".aip","PathfinderS.aip","0,26","2026-07-03","Support Files\Required\Plug-ins\PathfinderS.aip"
".aip","CalligraphicBrushTool.aip","0,25","2026-07-03","Plug-ins\Tools\CalligraphicBrushTool.aip"
".aip","CCLibAccessor.aip","0,25","2026-07-03","Plug-ins\Extensions\CCLibAccessor.aip"
".aip","SpellCheckUI.aip","0,25","2026-07-03","Plug-ins\Illustrator UI\SpellCheckUI.aip"
".aip","JPEGFormat.aip","0,25","2026-07-03","Plug-ins\Illustrator Formats\JPEGFormat.aip"
".aip","DeformUI.aip","0,25","2026-07-03","Plug-ins\Illustrator UI\DeformUI.aip"
".aip","PreferenceUI.aip","0,25","2026-07-03","Plug-ins\Illustrator UI\PreferenceUI.aip"
".aip","ScatterBrushToolUI.aip","0,24","2026-07-03","Plug-ins\Illustrator UI\ScatterBrushToolUI.aip"
".aip","ParticleSystem.aip","0,24","2026-07-03","Plug-ins\Tools\ParticleSystem.aip"
".aip","dBrushToolUI.aip","0,24","2026-07-03","Plug-ins\Illustrator UI\dBrushToolUI.aip"
".aip","TaskManagerUI.aip","0,23","2026-07-03","Plug-ins\Extensions\TaskManagerUI.aip"
".aip","SelHat.aip","0,23","2026-07-03","Plug-ins\Tools\SelHat.aip"
".dll","ASMSBOOL230A.dll","0,23","2026-07-03","Support Files\Contents\Windows\ASMSBOOL230A.dll"
".aip","Shaper.aip","0,23","2026-07-03","Plug-ins\Extensions\Shaper.aip"
".aip","PartialRearrangeUI.aip","0,23","2026-07-03","Plug-ins\Extensions\PartialRearrangeUI.aip"
".aip","CurvatureTool.aip","0,23","2026-07-03","Plug-ins\Tools\CurvatureTool.aip"
".aip","AnimationPanelUI.aip","0,22","2026-07-03","Plug-ins\Extensions\AnimationPanelUI.aip"
".dll","dvatexteditor.dll","0,22","2026-07-03","Support Files\Contents\Windows\dvatexteditor.dll"
".aip","MultiThreadedRasterization.aip","0,22","2026-07-03","Plug-ins\Extensions\MultiThreadedRasterization.aip"
".dll","libEGL.dll","0,22","2026-07-03","Support Files\Contents\Windows\CEPHtmlEngine\swiftshader\libEGL.dll"
".dll","AdobePDFSettings.dll","0,21","2026-07-03","Support Files\Contents\Windows\AdobePDFSettings.dll"
".dll","libzip.dll","0,21","2026-07-03","Support Files\Contents\Windows\libzip.dll"
".dll","ASMCOVR230A.dll","0,21","2026-07-03","Support Files\Contents\Windows\ASMCOVR230A.dll"
".aip","PSLFilterAdapter.aip","0,21","2026-07-03","Plug-ins\Photoshop Filters\PSLFilterAdapter.aip"
".aip","SelectiveUnlock.aip","0,2","2026-07-03","Plug-ins\Extensions\SelectiveUnlock.aip"
".aip","ContextMenuTouch.aip","0,2","2026-07-03","Plug-ins\Extensions\ContextMenuTouch.aip"
".dll","AXE8SharedExpat.dll","0,2","2026-07-03","Support Files\Contents\Windows\AXE8SharedExpat.dll"
".dll","libEGL.dll","0,2","2026-07-03","Support Files\Contents\Windows\CEPHtmlEngine\libEGL.dll"
".aip","SeparationPreview.aip","0,2","2026-07-03","Plug-ins\Extensions\SeparationPreview.aip"
".aip","ArtOnPathBrushTool.aip","0,2","2026-07-03","Plug-ins\Tools\ArtOnPathBrushTool.aip"
".aip","MPSExport.aip","0,2","2026-07-03","Plug-ins\Illustrator Formats\MPSExport.aip"
".dll","BIB.dll","0,19","2026-07-03","Support Files\Contents\Windows\BIB.dll"
".aip","CurvatureToolUI.aip","0,19","2026-07-03","Plug-ins\Illustrator UI\CurvatureToolUI.aip"
".dll","boost_filesystem.dll","0,19","2026-07-03","Support Files\Contents\Windows\boost_filesystem.dll"
".aip","TouchStatusBarUI.aip","0,19","2026-07-03","Plug-ins\Illustrator UI\TouchStatusBarUI.aip"
".aip","SVGFilterEffect.aip","0,19","2026-07-03","Plug-ins\Extensions\SVGFilterEffect.aip"
".dll","aifm.dll","0,19","2026-07-03","Support Files\Contents\Windows\aifm.dll"
".dll","ASMGA230A.dll","0,19","2026-07-03","Support Files\Contents\Windows\ASMGA230A.dll"
".aip","MagicWand.aip","0,19","2026-07-03","Plug-ins\Tools\MagicWand.aip"
".aip","RasterizeUI.aip","0,19","2026-07-03","Plug-ins\Illustrator UI\RasterizeUI.aip"
".dll","ASMTWK230A.dll","0,19","2026-07-03","Support Files\Contents\Windows\ASMTWK230A.dll"
".dll","act_tracing.dll","0,19","2026-07-03","Support Files\Contents\Windows\act_tracing.dll"
".aip","PathSuite.aip","0,19","2026-07-03","Support Files\Required\Plug-ins\PathSuite.aip"
".aip","PNGExport.aip","0,18","2026-07-03","Plug-ins\Illustrator Formats\PNGExport.aip"
".aip","DropShadowUI.aip","0,18","2026-07-03","Plug-ins\Illustrator UI\DropShadowUI.aip"
".aip","DxfDwgUI.aip","0,18","2026-07-03","Plug-ins\Illustrator UI\DxfDwgUI.aip"
".aip","ScatterBrushTool.aip","0,18","2026-07-03","Plug-ins\Tools\ScatterBrushTool.aip"
".aip","JPEGFormatUI.aip","0,18","2026-07-03","Plug-ins\Illustrator UI\JPEGFormatUI.aip"
".aip","TxtSmart.aip","0,17","2026-07-03","Plug-ins\Text Filters\TxtSmart.aip"
".dll","dvauiwin10.dll","0,17","2026-07-03","Support Files\Contents\Windows\dvauiwin10.dll"
".dll","ASMDEFM230A.dll","0,17","2026-07-03","Support Files\Contents\Windows\ASMDEFM230A.dll"
".aip","Adjust.aip","0,17","2026-07-03","Plug-ins\Illustrator Filters\Adjust.aip"
".aip","SpellCheckDictionary.aip","0,17","2026-07-03","Plug-ins\Text Filters\SpellCheckDictionary.aip"
".aip","ExpandUI.aip","0,17","2026-07-03","Plug-ins\Illustrator UI\ExpandUI.aip"
".aip","TIFFFileFormatUI.aip","0,17","2026-07-03","Plug-ins\Illustrator UI\TIFFFileFormatUI.aip"
".aip","TransformUI.aip","0,17","2026-07-03","Plug-ins\Illustrator UI\TransformUI.aip"
".aip","BrushManager.aip","0,17","2026-07-03","Plug-ins\Extensions\BrushManager.aip"
".aip","GlobAdjTool.aip","0,17","2026-07-03","Plug-ins\Tools\GlobAdjTool.aip"
".aip","ShapeCore.aip","0,16","2026-07-03","Plug-ins\Extensions\ShapeCore.aip"
".aip","TextWrapDlg.aip","0,16","2026-07-03","Plug-ins\Illustrator Filters\TextWrapDlg.aip"
".aip","ScribbleFillUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\ScribbleFillUI.aip"
".aip","TxtColumns.aip","0,16","2026-07-03","Plug-ins\Text Filters\TxtColumns.aip"
".dll","AFL.dll","0,16","2026-07-03","Support Files\Contents\Windows\AFL.dll"
".aip","RadialDevice.aip","0,16","2026-07-03","Plug-ins\Extensions\RadialDevice.aip"
".aip","LiquifyToolUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\LiquifyToolUI.aip"
".aip","PSExportUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\PSExportUI.aip"
".aip","ParticleSystemUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\ParticleSystemUI.aip"
".aip","PSImportUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\PSImportUI.aip"
".dll","BIBUtils.dll","0,16","2026-07-03","Support Files\Contents\Windows\BIBUtils.dll"
".aip","SangamFormatsUI.aip","0,16","2026-07-03","Plug-ins\Illustrator UI\SangamFormatsUI.aip"
".aip","ZigZagUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\ZigZagUI.aip"
".aip","Saturate.aip","0,15","2026-07-03","Plug-ins\Illustrator Filters\Saturate.aip"
".dll","boost_thread.dll","0,15","2026-07-03","Support Files\Contents\Windows\boost_thread.dll"
".aip","SlicingAttributesUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\SlicingAttributesUI.aip"
".aip","ShapeSuite.aip","0,15","2026-07-03","Support Files\Required\Plug-ins\ShapeSuite.aip"
".aip","DropShadow.aip","0,15","2026-07-03","Plug-ins\Illustrator Filters\DropShadow.aip"
".aip","Find.aip","0,15","2026-07-03","Plug-ins\Illustrator Filters\Find.aip"
".aip","AddArrow.aip","0,15","2026-07-03","Plug-ins\Illustrator Filters\AddArrow.aip"
".dll","AdIntImgServices.dll","0,15","2026-07-03","Support Files\Contents\Windows\AdIntImgServices.dll"
".aip","ShapeEffectUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\ShapeEffectUI.aip"
".dll","ASMOPER230A.dll","0,15","2026-07-03","Support Files\Contents\Windows\ASMOPER230A.dll"
".aip","RoughenUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\RoughenUI.aip"
".aip","ObjectMosaicUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\ObjectMosaicUI.aip"
".aip","FOConversionSuite.aip","0,15","2026-07-03","Support Files\Required\Plug-ins\FOConversionSuite.aip"
".aip","MeasureDistance.aip","0,15","2026-07-03","Plug-ins\Extensions\MeasureDistance.aip"
".aip","GlobAdjToolUI.aip","0,15","2026-07-03","Plug-ins\Illustrator UI\GlobAdjToolUI.aip"
".aip","Lasso.aip","0,14","2026-07-03","Plug-ins\Tools\Lasso.aip"
".aip","OffsetPathUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\OffsetPathUI.aip"
".aip","ScribbleUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\ScribbleUI.aip"
".dll","AdobeXMPScript.dll","0,14","2026-07-03","Support Files\Contents\Windows\AdobeXMPScript.dll"
".aip","RoundUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\RoundUI.aip"
".aip","FuzzyEffectUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\FuzzyEffectUI.aip"
".aip","LiquifyTool.aip","0,14","2026-07-03","Plug-ins\Tools\LiquifyTool.aip"
".aip","DistortUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\DistortUI.aip"
".aip","FlareUI.aip","0,14","2026-07-03","Plug-ins\Illustrator UI\FlareUI.aip"
".aip","Overprint.aip","0,14","2026-07-03","Plug-ins\Illustrator Filters\Overprint.aip"
".dll","adobeusd_kind.dll","0,13","2026-07-03","Support Files\Contents\Windows\adobeusd_kind.dll"
".aip","PSLFilterAdapterUI.aip","0,13","2026-07-03","Plug-ins\Illustrator UI\PSLFilterAdapterUI.aip"
".aip","TwirlToolUI.aip","0,13","2026-07-03","Plug-ins\Illustrator UI\TwirlToolUI.aip"
".aip","SubstanceViewerVulcanConnector.aip","0,13","2026-07-03","Plug-ins\Extensions\SubstanceViewerVulcanConnector.aip"
".aip","fileclipboardpref.aip","0,13","2026-07-03","Plug-ins\Extensions\fileclipboardpref.aip"
".aip","VulcanService.aip","0,13","2026-07-03","Plug-ins\Extensions\VulcanService.aip"
".aip","FuzzyEffect.aip","0,13","2026-07-03","Plug-ins\Illustrator Filters\FuzzyEffect.aip"
".dll","boost_container.dll","0,13","2026-07-03","Support Files\Contents\Windows\boost_container.dll"
".aip","TextExportUI.aip","0,13","2026-07-03","Plug-ins\Illustrator UI\TextExportUI.aip"
".aip","ScribbleFill.aip","0,13","2026-07-03","Plug-ins\Illustrator Filters\ScribbleFill.aip"
".aip","PunkUI.aip","0,13","2026-07-03","Plug-ins\Illustrator UI\PunkUI.aip"
".aip","Cleanup.aip","0,13","2026-07-03","Plug-ins\Illustrator Filters\Cleanup.aip"
".aip","Transform.aip","0,12","2026-07-03","Plug-ins\Extensions\Transform.aip"
".dll","dvabravoinitializer.dll","0,12","2026-07-03","Support Files\Contents\Windows\dvabravoinitializer.dll"
".aip","Flare.aip","0,12","2026-07-03","Plug-ins\Tools\Flare.aip"
".dll","adobeusd_work.dll","0,11","2026-07-03","Support Files\Contents\Windows\adobeusd_work.dll"
".dll","boost_asio_ssl.dll","0,11","2026-07-03","Support Files\Contents\Windows\boost_asio_ssl.dll"
".aip","AdobeDither.aip","0,1","2026-07-03","Plug-ins\Illustrator Filters\AdobeDither.aip"
".aip","ExpandS.aip","0,1","2026-07-03","Support Files\Required\Plug-ins\ExpandS.aip"
".aip","StrokeOffset.aip","0,1","2026-07-03","Plug-ins\Extensions\StrokeOffset.aip"
".dll","AdImagingRes.dll","0,1","2026-07-03","Support Files\Contents\Windows\en-US\AdImagingRes.dll"
".dll","atlst25.dll","0,09","2026-07-03","Support Files\Contents\Windows\atlst25.dll"
".dll","PACWin_MacEnc.dll","0,09","2026-07-03","Support Files\Required\Linguistics\Providers\Plugins2\WRLiloPlugin1.3\PACWin_MacEnc.dll"
".aip","KnifeTool.aip","0,09","2026-07-03","Plug-ins\Tools\KnifeTool.aip"
".aip","Pathfinder.aip","0,09","2026-07-03","Plug-ins\Illustrator Filters\Pathfinder.aip"
".aip","BNPlugin.aip","0,09","2026-07-03","Plug-ins\Extensions\BNPlugin.aip"
".dll","AIPSL.dll","0,08","2026-07-03","Support Files\Contents\Windows\AIPSL.dll"
".dll","ASMEULR230A.dll","0,08","2026-07-03","Support Files\Contents\Windows\ASMEULR230A.dll"
".dll","boost_chrono.dll","0,08","2026-07-03","Support Files\Contents\Windows\boost_chrono.dll"
".dll","Alcid.dll","0,08","2026-07-03","Support Files\Contents\Windows\Alcid.dll"
".aip","AssetMgmtUI.aip","0,08","2026-07-03","Plug-ins\Illustrator UI\AssetMgmtUI.aip"
".aip","LiveShapes.aip","0,07","2026-07-03","Plug-ins\Extensions\LiveShapes.aip"
".aip","FrameworkS.aip","0,07","2026-07-03","Support Files\Required\Plug-ins\FrameworkS.aip"
".aip","TwirlTool.aip","0,07","2026-07-03","Plug-ins\Tools\TwirlTool.aip"
".aip","Action.aip","0,07","2026-07-03","Plug-ins\Extensions\Action.aip"
".aip","DiffusionRasterSuite.aip","0,07","2026-07-03","Plug-ins\Illustrator Filters\DiffusionRasterSuite.aip"
".8bi","PCX.8BI","0,07","2026-07-03","Plug-ins\Photoshop Filters\PCX.8BI"
".aip","OffsetPath.aip","0,07","2026-07-03","Plug-ins\Illustrator Filters\OffsetPath.aip"
".aip","MenuConfigurator.aip","0,07","2026-07-03","Plug-ins\Illustrator UI\MenuConfigurator.aip"
".aip","SenseiAgents.aip","0,07","2026-07-03","Plug-ins\Extensions\SenseiAgents.aip"
".dll","CloudIndra.dll","0,07","2026-07-03","Support Files\Contents\Windows\CloudIndra.dll"
".aip","Colors.aip","0,07","2026-07-03","Plug-ins\Illustrator Filters\Colors.aip"
".dll","AIPostman.dll","0,07","2026-07-03","Support Files\Contents\Windows\AIPostman.dll"
".aip","AIHostAdapter.aip","0,06","2026-07-03","Plug-ins\Extensions\AIHostAdapter.aip"
".aip","Expand.aip","0,06","2026-07-03","Plug-ins\Illustrator Filters\Expand.aip"
".dll","ax25res.dll","0,06","2026-07-03","Support Files\Contents\Windows\en-US\ax25res.dll"
".aip","ArtConverters.aip","0,06","2026-07-03","Support Files\Required\Plug-ins\ArtConverters.aip"
".smrd","ZTextRdr.smrd","0,06","2026-07-03","Plug-ins\Illustrator Formats\ZTextRdr.smrd"
".aip","ZigZag.aip","0,06","2026-07-03","Plug-ins\Illustrator Filters\ZigZag.aip"
".aip","Roughen.aip","0,06","2026-07-03","Plug-ins\Illustrator Filters\Roughen.aip"
".aip","ShapeEffect.aip","0,06","2026-07-03","Plug-ins\Illustrator Filters\ShapeEffect.aip"
".aip","ScriptsMenu.aip","0,06","2026-07-03","Plug-ins\Extensions\ScriptsMenu.aip"
".dll","AdobeSplashKit.dll","0,06","2026-07-03","Support Files\Contents\Windows\AdobeSplashKit.dll"
".8bi","Pixar.8BI","0,06","2026-07-03","Plug-ins\Photoshop Filters\Pixar.8BI"
".8bf","NTSC Colors.8BF","0,06","2026-07-03","Plug-ins\Photoshop Filters\NTSC Colors.8BF"
".aip","TrimMark.aip","0,05","2026-07-03","Plug-ins\Illustrator Filters\TrimMark.aip"
".8bf","GaussianBlur.8bf","0,05","2026-07-03","Plug-ins\Photoshop Filters\GaussianBlur.8bf"
".aip","FlattenTransparency.aip","0,05","2026-07-03","Support Files\Required\Plug-ins\FlattenTransparency.aip"
".dll","ASMPID230A.dll","0,05","2026-07-03","Support Files\Contents\Windows\ASMPID230A.dll"
".aip","ObjectMosaic.aip","0,05","2026-07-03","Plug-ins\Illustrator Filters\ObjectMosaic.aip"
".aip","textexport.aip","0,05","2026-07-03","Plug-ins\Illustrator Formats\textexport.aip"
".dll","AITracing.dll","0,05","2026-07-03","Support Files\Contents\Windows\AITracing.dll"
".aip","ToolSelector.aip","0,05","2026-07-03","Plug-ins\Extensions\ToolSelector.aip"
".aip","Punk.aip","0,05","2026-07-03","Plug-ins\Illustrator Filters\Punk.aip"
".aip","Geometry.aip","0,05","2026-07-03","Plug-ins\Extensions\Geometry.aip"
".aip","TypeCase.aip","0,05","2026-07-03","Plug-ins\Text Filters\TypeCase.aip"
".aip","AddAnchor.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\AddAnchor.aip"
".8bf","UnsharpMask.8bf","0,04","2026-07-03","Plug-ins\Photoshop Filters\UnsharpMask.8bf"
".aip","Inverse.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\Inverse.aip"
".dll","boost_date_time.dll","0,04","2026-07-03","Support Files\Contents\Windows\boost_date_time.dll"
".aip","Distort.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\Distort.aip"
".dll","boost_system.dll","0,04","2026-07-03","Support Files\Contents\Windows\boost_system.dll"
".aip","Round.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\Round.aip"
".aip","Nudge.aip","0,04","2026-07-03","Plug-ins\Extensions\Nudge.aip"
".aip","Scribble.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\Scribble.aip"
".dll","AIPreviewHandler.dll","0,04","2026-07-03","Support Files\Contents\Windows\AIPreviewHandler.dll"
".aip","MaskHelper.aip","0,04","2026-07-03","Plug-ins\Illustrator Filters\MaskHelper.aip"
".aip","MPSCommon.aip","0,03","2026-07-03","Plug-ins\Illustrator Formats\MPSCommon.aip"
".dll","AcGradient25.dll","0,03","2026-07-03","Support Files\Contents\Windows\AcGradient25.dll"
".dll","PlugPlugExternalObject.dll","0,03","2026-07-03","Support Files\Contents\Windows\PlugPlugExternalObject.dll"
".dll","SPBasic.dll","0,02","2026-07-03","Support Files\Contents\Windows\SPBasic.dll"
